id_pub,anio,mes,cuenca,contrato,precio_distribuidora,precio_gnc,precio_usina,precio_industria,precio_otros,precio_ppp,precio_expo,indice_tiempo
730,2022,5,Neuquina,FIRME,2.38,3.66,3.99,4.50,0.00,3.42,0.00,2022-05
731,2022,5,Neuquina,INTERRUMPIBLE,0.00,0.00,4.13,4.20,0.00,4.20,7.46,2022-05
732,2022,5,Neuquina,TOTAL,2.38,3.66,4.00,4.42,0.00,3.48,7.46,2022-05
733,2022,5,Noroeste,FIRME,0.00,4.47,0.00,6.11,0.00,5.73,0.00,2022-05
734,2022,5,Noroeste,INTERRUMPIBLE,0.00,4.08,0.00,7.37,0.00,5.40,0.00,2022-05
735,2022,5,Noroeste,TOTAL,0.00,4.36,0.00,6.20,0.00,5.69,0.00,2022-05
736,2022,5,Total Cuenca,FIRME,2.49,3.76,3.98,4.69,0.00,3.60,0.00,2022-05
737,2022,5,Total Cuenca,INTERRUMPIBLE,0.00,4.08,4.08,4.49,4.52,4.47,7.46,2022-05
738,2022,5,Total Cuenca,TOTAL,2.49,3.78,3.98,4.65,4.52,3.67,7.46,2022-05
739,2022,6,Austral Santa Cruz,FIRME,3.16,3.68,0.00,4.36,0.00,3.92,0.00,2022-06
740,2022,6,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.84,5.18,4.20,5.11,0.00,2022-06
741,2022,6,Austral Santa Cruz,TOTAL,3.16,3.68,3.84,4.46,4.20,4.01,0.00,2022-06
742,2022,6,Austral Tierra del Fuego,FIRME,2.72,3.64,3.88,5.99,0.00,3.75,0.00,2022-06
743,2022,6,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.87,5.99,0.00,5.36,0.00,2022-06
744,2022,6,Austral Tierra del Fuego,TOTAL,2.72,3.64,3.88,5.99,0.00,3.88,0.00,2022-06
745,2022,6,Golfo de San Jorge,FIRME,4.25,3.78,4.20,4.43,0.00,4.34,0.00,2022-06
746,2022,6,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.23,4.54,0.00,4.42,0.00,2022-06
747,2022,6,Golfo de San Jorge,TOTAL,4.25,3.78,4.21,4.43,0.00,4.34,0.00,2022-06
748,2022,6,Neuquina,FIRME,2.62,3.59,3.89,4.54,0.00,3.35,7.61,2022-06
749,2022,6,Neuquina,INTERRUMPIBLE,0.00,3.33,3.85,4.35,0.00,4.22,7.46,2022-06
750,2022,6,Neuquina,TOTAL,2.62,3.53,3.89,4.49,0.00,3.43,7.48,2022-06
751,2022,6,Noroeste,FIRME,0.00,4.32,0.00,6.10,0.00,5.68,0.00,2022-06
752,2022,6,Noroeste,INTERRUMPIBLE,0.00,3.88,0.00,6.14,0.00,4.63,0.00,2022-06
753,2022,6,Noroeste,TOTAL,0.00,4.20,0.00,6.10,0.00,5.56,0.00,2022-06
754,2022,6,Total Cuenca,FIRME,2.71,3.70,3.90,4.75,0.00,3.55,7.61,2022-06
755,2022,6,Total Cuenca,INTERRUMPIBLE,0.00,3.44,3.91,4.63,4.20,4.45,7.46,2022-06
756,2022,6,Total Cuenca,TOTAL,2.71,3.64,3.90,4.72,4.20,3.63,7.48,2022-06
757,2022,8,Austral Santa Cruz,FIRME,3.27,3.79,0.00,4.85,0.00,4.30,0.00,2022-08
758,2022,8,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.92,5.22,4.29,5.08,0.00,2022-08
759,2022,8,Austral Santa Cruz,TOTAL,3.27,3.79,3.92,4.88,4.29,4.35,0.00,2022-08
760,2022,8,Austral Tierra del Fuego,FIRME,2.76,3.74,3.92,6.21,0.00,3.73,0.00,2022-08
761,2022,8,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.96,6.91,0.00,5.24,0.00,2022-08
762,2022,8,Austral Tierra del Fuego,TOTAL,2.76,3.74,3.92,6.38,0.00,3.87,0.00,2022-08
763,2022,8,Golfo de San Jorge,FIRME,4.23,3.86,4.18,4.48,0.00,4.35,0.00,2022-08
764,2022,8,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.20,4.44,0.00,4.33,0.00,2022-08
765,2022,8,Golfo de San Jorge,TOTAL,4.23,3.86,4.19,4.47,0.00,4.34,0.00,2022-08
766,2022,8,Neuquina,FIRME,2.63,3.62,4.01,4.52,0.00,3.39,7.61,2022-08
767,2022,8,Neuquina,INTERRUMPIBLE,0.00,3.35,4.06,4.00,0.00,3.92,7.67,2022-08
768,2022,8,Neuquina,TOTAL,2.63,3.56,4.01,4.39,0.00,3.44,7.67,2022-08
769,2022,8,Noroeste,FIRME,0.00,4.39,0.00,6.07,0.00,5.63,0.00,2022-08
770,2022,8,Noroeste,INTERRUMPIBLE,0.00,3.91,4.23,5.17,0.00,4.39,0.00,2022-08
771,2022,8,Noroeste,TOTAL,0.00,4.28,4.23,6.00,0.00,5.47,0.00,2022-08
772,2022,8,Total Cuenca,FIRME,2.73,3.76,3.99,4.81,0.00,3.60,7.61,2022-08
773,2022,8,Total Cuenca,INTERRUMPIBLE,0.00,3.46,4.04,4.39,4.29,4.22,7.67,2022-08
774,2022,8,Total Cuenca,TOTAL,2.73,3.70,3.99,4.72,4.29,3.66,7.67,2022-08
